# How far each campaign got with each target (#605). One row per (campaign, target),
# carrying the FURTHEST stage that campaign reached. The stages, the rules that decide
# them, and what this record cannot see are on spike/outcome-funnel.py and in
# docs/outcome-funnel.md; the counts are generated from here and never typed.
#
# Columns (tab-separated, exactly nine, TABS not spaces):
#
#   campaign target stage verdict stop report evidence as_of note
#
#   stage     attempted explored judged novel report_worthy filed acknowledged
#             fixed revalidated
#   verdict   pass / fail / unknown (a named refusal) / - . A verdict is PASS or FAIL;
#             everything else is a refusal, never a silent pass (docs/target-classes.md).
#   stop      why this encounter stopped where it did, from a closed set. `known` and
#             `not_worth` are separate because they are different judgements: the
#             2026-09-16 run did not file pre-commit because no content is lost, which
#             says nothing about whether the finding was novel.
#   report    owner/repo#N, and it must be one of this project's own filings in
#             spike/upstream-reports.tsv. A third party's issue covering the same shape
#             goes in the note - it is not a report this project made. A row below
#             `filed` may still carry one: the 2026-09-05 run rediscovered a window
#             this project had filed the day before.
#   evidence  a path in this repository. Where it is a report this engine wrote, the
#             checker holds this row's verdict and stage to what that report says.
#             Where it is not, the checker holds it to existing and to naming the
#             target, and `summary` prints how many rows are in each state.
#   as_of     when the upstream state in `stop` was read. Required from `filed` on:
#             a tail state with no reading date is indistinguishable from one nobody
#             re-read, which is the failure spike/upstream-report-status.sh exists to
#             avoid. That script measures the live state; this column does not.
dogfood/2026-09-06-userview-2	pyupgrade	filed	fail	declined	asottile/pyupgrade#1101	spike/dogfood/2026-09-06-userview-2/transcripts/explore3/pyupgrade.json	2026-09-16	Closed upstream. State read in the 2026-09-16 run's table
dogfood/2026-09-06-userview-2	jpegtran	filed	fail	discussing	libjpeg-turbo/libjpeg-turbo#914	spike/dogfood/2026-09-06-userview-2/transcripts/explore3/jpegtran.json	2026-09-16	Open, three comments, still under discussion. State read in the 2026-09-16 run's table
dogfood/2026-09-06-userview-2	mid3v2	judged	pass	-	-	spike/dogfood/2026-09-06-userview-2/transcripts/explore/mid3v2.json	-	PASS 10/10: mutagen rewrites the ID3 region in place with no temporary and no backup, so the file stays readable in every world
dogfood/2026-09-06-userview-2	bsdtar	judged	pass	-	-	spike/dogfood/2026-09-06-userview-2/transcripts/explore2/bsdtar.json	-	PASS 3/3: appending never re-opens the existing entries
dogfood/2026-09-06-userview-2	isort	judged	pass	-	-	spike/dogfood/2026-09-06-userview-2/transcripts/explore3/isort.json	-	PASS 7/7: writes a temporary, copies the mode, renames it into place - the contrast that gives the failures their weight
dogfood/2026-09-06-userview-2	metaflac	attempted	unknown	wall	-	spike/dogfood/2026-09-06-userview-2/transcripts/explore/metaflac.json	-	oracle_missed_operation: a stdio write past ADR 0005's flush boundary
dogfood/2026-09-06-userview-2	fontforge	attempted	unknown	wall	-	spike/dogfood/2026-09-06-userview-2/transcripts/explore/fontforge.json	-	oracle_missed_operation, the same stdio wall
dogfood/2026-09-06-userview-2	mutool	attempted	unknown	wall	-	spike/dogfood/2026-09-06-userview-2/transcripts/preflight/mutool.txt	-	unresolvable_path
dogfood/2026-09-11-past-walls	oxipng	filed	fail	declined	oxipng/oxipng#873	spike/dogfood/2026-09-11-past-walls/transcripts/explore/oxipng.syscalls.json	2026-09-16	Closed upstream: common, unlikely in practice, write somewhere else. State read in the 2026-09-16 run's table
dogfood/2026-09-11-past-walls	rsync	judged	pass	-	-	spike/dogfood/2026-09-11-past-walls/transcripts/explore/rsync.syscalls.json	-	PASS 7/7, the first dogfood target through contract v15's awaited child
dogfood/2026-09-11-past-walls	newsboat	judged	pass	-	-	spike/dogfood/2026-09-11-past-walls/transcripts/explore/newsboat3-scratch.syscalls.json	-	PASS 44/44 with the cache judged by SQLite's own recovery. Under the built-in byte comparison the same define is FAIL 15/44 - the buku lesson, a third time
dogfood/2026-09-11-past-walls	joplin	attempted	unknown	wall	-	spike/dogfood/2026-09-11-past-walls/RESULTS.md	-	multiple_threads_detected, the writer count
dogfood/2026-09-11-past-walls	Bun	attempted	unknown	wall	-	spike/dogfood/2026-09-11-past-walls/RESULTS.md	-	Past the thread wall and onto raw syscalls
dogfood/2026-09-11-past-walls	ansible-core	attempted	unknown	wall	-	spike/dogfood/2026-09-11-past-walls/RESULTS.md	-	A process leaves the containment group via setsid
dogfood/2026-09-11-past-walls	ocrmypdf	attempted	unknown	wall	-	spike/dogfood/2026-09-11-past-walls/RESULTS.md	-	faccessat2 on the state directory
dogfood/2026-09-11-read-only-542	mlr	attempted	unknown	wall	-	spike/dogfood/2026-09-11-read-only-542/transcripts/mlr.after.1.json	-	oracle_missed_operation 6 of 6: mlr's writes bypass libc, which is what #542's second change went after
dogfood/2026-09-11-read-only-542	ocrmypdf	explored	unknown	wall	-	spike/dogfood/2026-09-11-read-only-542/transcripts/ocrmypdf.after.syscalls.explore.json	-	baseline_violates_invariant: the output is not byte-repeatable even with SOURCE_DATE_EPOCH pinned. One of its two crash worlds left a.pdf empty - seen, not judged
dogfood/2026-09-11-syscall-trap-542b	mlr	judged	pass	-	-	spike/dogfood/2026-09-11-syscall-trap-542b/transcripts/mlr.after.syscalls.6.json	-	PASS 1 of 6 runs under --observe syscalls, the first Go target judged. The other five refuse on the writer count
dogfood/2026-09-13-cgroup-559	ansible-core	judged	pass	-	-	spike/dogfood/2026-09-13-cgroup-559/transcripts/privileged-root.sideeye.syscalls.json	-	PASS 2/2 where the engine can make cgroups. The same define refuses child_process_detected in a default container, with the environment as the step
dogfood/2026-09-13-joplin-turns	joplin	attempted	unknown	wall	-	spike/dogfood/2026-09-13-joplin-turns/RESULTS.md	-	The refusal stands: multiple_threads_detected, the same two operations named. Forty kept captures -- twenty as joplin runs and twenty with --log-level error -- answered the question the refusal left open without moving the stage
dogfood/2026-09-16-cargo-v16	cargo	filed	fail	declined	rust-lang/cargo#17481	spike/dogfood/2026-09-16-cargo-v16/transcripts/B.1.json	2026-09-16	FAIL 1/8 under --observe syscalls: an empty Cargo.lock that cargo metadata re-resolves in silence. Closed within the hour under the project's policy on issues drafted by a language model
dogfood/2026-09-16-crossed-walls	Bun	judged	fail	known	-	spike/dogfood/2026-09-16-crossed-walls/transcripts/explore/bun.140.syscalls.1.json	-	FAIL 3/3 under syscalls, an empty package.json. Known upstream: oven-sh/bun#39689, open
dogfood/2026-09-16-crossed-walls	ninja	judged	fail	not_worth	-	spike/dogfood/2026-09-16-crossed-walls/transcripts/explore/ninja.140.syscalls.1.json	-	FAIL 3/3 on the built-in invariant over the cp child's out.txt while the checker passed - an output ninja rebuilds
dogfood/2026-09-16-crossed-walls	markdownlint	judged	fail	not_worth	-	spike/dogfood/2026-09-16-crossed-walls/transcripts/explore/markdownlint.140.wrappers.1.json	-	FAIL 4/4, an empty file, emptied by ulimit -f 0 with no crash at all. Owner's call: sources under version control, and the class was closed as spam or the caller's risk before
dogfood/2026-09-16-crossed-walls	gjf	judged	fail	not_worth	-	spike/dogfood/2026-09-16-crossed-walls/transcripts/explore/gjf.140.wrappers.1.json	-	google-java-format: FAIL 4/4, the same empty file. Not filed, on the same call as markdownlint-cli
dogfood/2026-09-16-crossed-walls	xz	judged	pass	-	-	spike/dogfood/2026-09-16-crossed-walls/transcripts/explore/xz.140.wrappers.1.json	-	PASS 4/4 on the checker's invariant, a thread pool that does not reach the wall
dogfood/2026-09-16-crossed-walls	zstd	attempted	unknown	wall	-	spike/dogfood/2026-09-16-crossed-walls/SELECTION.md	-	multiple_threads_detected under contract v18: a worker writes the blocks and the main thread writes too, with nothing ordering them
dogfood/2026-09-16-crossed-walls	lz4	attempted	unknown	wall	-	spike/dogfood/2026-09-16-crossed-walls/SELECTION.md	-	multiple_threads_detected, the same shape as zstd
dogfood/2026-09-16-crossed-walls	prettier	attempted	unknown	wall	-	spike/dogfood/2026-09-16-crossed-walls/SELECTION.md	-	Refused on two writing threads, the joplin shape
dogfood/2026-09-16-crossed-walls	svgo	attempted	unknown	wall	-	spike/dogfood/2026-09-16-crossed-walls/SELECTION.md	-	Refused on two writing threads, the joplin shape
dogfood/2026-09-16-crossed-walls	npm pkg set	attempted	unknown	wall	-	spike/dogfood/2026-09-16-crossed-walls/SELECTION.md	-	Refused on two writing threads, the joplin shape
dogfood/2026-09-16-crossed-walls	git	attempted	unknown	wall	-	spike/dogfood/2026-09-16-crossed-walls/SELECTION.md	-	A commit that starts automatic maintenance: child_touched_state_dir
dogfood/2026-09-16-outside-git	aws-cli	filed	fail	awaiting	aws/aws-cli#10648	spike/dogfood/2026-09-16-outside-git/transcripts/rerun-after-redaction/aws.140.wrappers.1.json	2026-09-16	FAIL 4/4: the credentials file emptied, every profile's keys gone. ulimit -f 0 alone reproduces it. Filed the same day
dogfood/2026-09-16-outside-git	neovim	filed	fail	awaiting	neovim/neovim#41940	spike/dogfood/2026-09-16-outside-git/transcripts/nvim-v2/nvim.scratch.140.wrappers.1.json	2026-09-16	FAIL 4/4 on the checker with main.shada declared scratch: the file is removed before the rename. 0.12.5 still carries one window. Filed the same day
dogfood/2026-09-16-outside-git	hatch	judged	pass	-	-	spike/dogfood/2026-09-16-outside-git/transcripts/explore/hatch.140.wrappers.1.json	-	PASS 4/4
dogfood/2026-09-16-outside-git	jbang	judged	fail	not_worth	-	spike/dogfood/2026-09-16-outside-git/transcripts/explore/jbang.140.wrappers.1.json	-	FAIL 4/4 through its jar. Not filed: configuration a user re-creates in one command
dogfood/2026-09-16-outside-git	pyenv	judged	fail	not_worth	-	spike/dogfood/2026-09-16-outside-git/transcripts/explore/pyenv.140.syscalls.1.json	-	FAIL 3/3 under syscalls only, the oracle agreeing on none of the subject's operations. Not filed, on the same call as jbang
dogfood/2026-09-16-outside-git	Bitwarden	attempted	unknown	wall	-	spike/dogfood/2026-09-16-outside-git/SELECTION.md	-	multiple_threads_detected, the Node asynchronous class
dogfood/2026-09-16-threads-take-turns	virtualenv	judged	pass	-	-	spike/dogfood/2026-09-16-threads-take-turns/transcripts/v18/virtualenv.syscalls.1.json	-	PASS 1382/1382 in both modes, the first target judged with two writing threads (contract v18, ADR 0067)
dogfood/2026-09-16-threads-take-turns	beets	attempted	unknown	wall	-	spike/dogfood/2026-09-16-threads-take-turns/transcripts/v18/beets.syscalls.1.json	-	multiple_threads_detected 3/3 in both modes: the two thread ids named are pipeline siblings ordered by a queue the shim does not see
dogfood/2026-09-16-userview-3	codespell	filed	fail	awaiting	codespell-project/codespell#4025	spike/dogfood/2026-09-16-userview-3/transcripts/explore/codespell.json	2026-09-16	FAIL 3/7, the truncating open. --write-changes is the only way the tool applies a fix, so the answer the declined reports got does not transfer
dogfood/2026-09-16-userview-3	rubocop	filed	fail	awaiting	rubocop/rubocop#15720	spike/dogfood/2026-09-16-userview-3/transcripts/explore/rubocop.json	2026-09-16	FAIL 2/5, the same window in a fourth language, on a file a developer is editing
dogfood/2026-09-16-userview-3	composer	judged	fail	known	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/composer3.json	-	FAIL 2/5. Not filed: the same shape this project has filed five times, three of them declined, and composer can be told to write somewhere else
dogfood/2026-09-16-userview-3	vips	judged	fail	known	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/vips.json	-	FAIL 1/3. Not filed, same call as composer
dogfood/2026-09-16-userview-3	tesseract	judged	fail	known	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/tesseract2.json	-	FAIL 1/3. Not filed, same call as composer
dogfood/2026-09-16-userview-3	pandoc	judged	fail	known	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/pandoc.json	-	FAIL 1/4. Not filed, same call as composer
dogfood/2026-09-16-userview-3	uutils cp	judged	fail	known	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/uucp.json	-	FAIL 2/5. Not filed, same call as composer
dogfood/2026-09-16-userview-3	pre-commit	judged	fail	no_content_lost	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/precommit.json	-	FAIL 2/5, L0-only: the hook's name is gone between the rename and the replacement, the content is not. The checker passed in those worlds. Not filed for that reason, which is not a judgement about novelty
dogfood/2026-09-16-userview-3	zoxide	judged	pass	-	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/zoxide2.json	-	PASS 5/5 with a declared apparatus clock. The first define refused baseline_violates_invariant on the access times
dogfood/2026-09-16-userview-3	pip	judged	pass	-	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/pip2.json	-	PASS 5/5, with 493 paths attributed to a rename from outside the judged root - the one gap this engine declares rather than hides
dogfood/2026-09-16-userview-3	sphinx	judged	pass	-	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/sphinx.json	-	PASS 2/2 over a single crash point, and the verdict line says so rather than letting 2/2 read like 44/44
dogfood/2026-09-16-userview-3	bat	explored	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/bat2.json	-	baseline_violates_invariant after exploring 8 worlds: metadata.yaml differs between two clean runs, and a pinned clock does not fix it
dogfood/2026-09-16-userview-3	meson	explored	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/meson.json	-	baseline_violates_invariant after exploring 110 worlds: meson-logs/meson-log.txt is not byte-repeatable
dogfood/2026-09-16-userview-3	ccache	explored	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/ccache2.json	-	kill_did_not_land after exploring 55 worlds - the first time this project has met that refusal on a real target
dogfood/2026-09-16-userview-3	vim	attempted	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/vim2.json	-	unsupported_syscall_observed on getxattr, in both observation modes
dogfood/2026-09-16-userview-3	zstd	attempted	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/zstd-syscalls.json	-	multiple_threads_detected under syscalls; oracle_missed_operation under wrappers. The second names the cause, the first reads as a shim gap
dogfood/2026-09-16-userview-3	rrdtool	attempted	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/rrdtool.json	-	unsupported_syscall_observed: an RRD is updated through a shared mapping, and there is no call to interpose
dogfood/2026-09-16-userview-3	fish	attempted	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/fish4.json	-	unsupported_syscall_observed on inotify_add_watch. The other define found the history file is not written by a non-interactive fish -c at all
dogfood/2026-09-16-userview-3	virtualenv	attempted	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/virtualenv.json	-	multiple_threads_detected: two threads mkdir inside the judged root. Answered later by contract v18
dogfood/2026-09-16-userview-3	ninja	attempted	unknown	wall	-	spike/dogfood/2026-09-16-userview-3/transcripts/explore/ninja2.json	-	A process leaves the containment group in a default container; with --privileged, oracle_missed_operation on the .ninja_log write
loop-closure-timew	timewarrior	revalidated	fail	-	GothenburgBitFactory/timewarrior#778	BUILDLOG.md	2026-08-13	timew undo can destroy committed data across a crash window. Fixed upstream, and the patched build passes 25/25 - the re-measurement is in this repository's journal
blind-hunt	topydo	filed	fail	awaiting	topydo/topydo#341	spike/blind-hunt/ledger.md	2026-08-14	The recovery misfire reached by post-seal analysis, reported 2026-08-14. The campaign's twelve counterexamples were a separate shape and were not filed: topydo/topydo#318, a third party's, already covers the destruction
assisted	calcurse	filed	fail	awaiting	lfos/calcurse#529	spike/assisted/calcurse/report-remeasure.json	2026-08-14	FAIL 1/11, replay-confirmed
assisted	devtodo	filed	fail	withdrawn	alecthomas/devtodo#9	spike/assisted/devtodo/report-remeasure.json	2026-08-14	FAIL 6/8 once ownership writes became recorded-only. Filed and withdrawn the same day on the owner's judgement; the finding is kept on the target table deliberately unreported
assisted	GNU Stow	filed	fail	awaiting	aspiers/stow#139	spike/assisted/stow/report-remeasure.json	2026-08-14	FAIL 2/5 once symlinks became first-class kill points
cohort3	poetry	filed	fail	awaiting	python-poetry/poetry#11019	spike/cohort3/poetry/report.json	2026-08-22	The checker-red world behind the frozen claim rule: crash point 4 destroys a user-authored pyproject.toml
cohort4	himalaya	revalidated	fail	-	pimalaya/himalaya#738	spike/cohort4/himalaya-r2/run1/report.json	2026-08-22	FAIL 1/3, a message file at its final path holding 0 bytes. Fixed and closed by the maintainer the same day; against a build carrying the fix the same case refuses case_no_longer_applies, which is the re-measurement
slate/2026-09-04	trash-cli	filed	fail	awaiting	andreafrancia/trash-cli#414	docs/target-classes.md	2026-09-04	FAIL 2/7: an entry in the trash's info directory with nothing in files. No content is lost, but the trash directory stays inconsistent. This measurement left no directory of its own - the target table's row is its record
slate/2026-09-04	qpdf	filed	fail	awaiting	qpdf/qpdf#1773	docs/target-classes.md	2026-09-04	The window the 2026-09-05 run then rediscovered. Measured the day before that run, and like trash-cli it left no directory of its own
dogfood/2026-09-21-release-path	lefthook	attempted	unknown	wall	-	spike/dogfood/2026-09-21-release-path/transcripts/lefthook.json	-	oracle_missed_operation: statically linked, so the shim's account ends after 0 operations while the oracle sees the openat. Sideeye installed by the vendored install-sideeye.sh (#620's path), not a mounted tarball
dogfood/2026-09-21-verdict-chain	overcommit	novel	fail	not_worth	-	spike/dogfood/2026-09-21-verdict-chain/transcripts/overcommit.json	-	FAIL 10 of 32 worlds, earliest crash point 4 of 31: after the truncating open of .git/hooks/overcommit-hook and before its write, leaving a zero-byte executable hook. oracle_verified, reproduced identically twice. Novel on the tracker (single-word sweep, controls green). Not filed: the state is restored by re-running the same command, nothing user-authored is at risk (the one path touching a user file is a single atomic renameat), and 204 timed kills over four sweeps (40-90 ms in 1 ms steps, so 51 delays each) left zero incomplete hooks, with one of the four catching the process mid-install so the zeros are not vacuous — the reachable shape is fewer hooks, which install repairs. First row in this ledger at novel: the stage exists for judged-and-not-already-known, and this run established novelty with a committed transcript
dogfood/2026-09-22-shipped-v160	todo.txt-cli	judged	pass	-	-	spike/dogfood/2026-09-22-shipped-v160/transcripts/todo.txt/syscalls.json	-	PASS 4 of 4 worlds, 3 crash points, oracle_verified, under --observe syscalls: the default mode refused oracle_missed_operation (bash's echo >> writes from inside libc) and its next step named the mode, followed once. todo.txt judged by the history form, appended tail not judged
dogfood/2026-09-22-shipped-v160	commitizen	novel	fail	not_worth	-	spike/dogfood/2026-09-22-shipped-v160/transcripts/commitizen/explore.json	-	FAIL 1 of 5 worlds, crash point 4 of 4: after the truncating open of pyproject.toml and before its write, 126 bytes to 0; replayed twice. Not filed: cz bump rewrites a committed file, git restores it
dogfood/2026-09-22-shipped-v160	ast-grep	filed	fail	awaiting	ast-grep/ast-grep#2959	spike/dogfood/2026-09-22-shipped-v160/transcripts/ast-grep/explore.json	2026-09-22	FAIL 1 of 3 worlds, crash point 2 of 2: after the truncating open of a.js and before its write, 22 bytes to 0; replayed twice; ulimit -f 0 shows it without a crash
dogfood/2026-09-22-shipped-v160	eslint	attempted	unknown	wall	-	spike/dogfood/2026-09-22-shipped-v160/transcripts/entry/eslint.preflight.txt	-	multiple_threads_detected at the entry gate (preflight): eslint --fix opens a.js on one libuv pool thread and writes it from another, unordered by any creation or join — the joplin class
dogfood/2026-09-22-shipped-v160	stylelint	attempted	unknown	wall	-	spike/dogfood/2026-09-22-shipped-v160/transcripts/entry/stylelint.preflight.txt	-	multiple_threads_detected at the entry gate (preflight): stylelint --fix writes its temporary file from two libuv pool threads — the joplin class
dogfood/2026-09-22-shipped-v160	js-beautify	attempted	-	-	-	spike/dogfood/2026-09-22-shipped-v160/transcripts/entry/js-beautify.preflight.txt	-	preflight accepted, 3 operations, one writing thread; cleared the entry gate (the installed engine's preflight --twice --oracle) and was not in the signed-off slate — the campaign's choice, not the engine's
dogfood/2026-09-22-shipped-v160	git-cliff	attempted	-	-	-	spike/dogfood/2026-09-22-shipped-v160/transcripts/entry/git-cliff.preflight.txt	-	preflight accepted, 2 operations, one writing thread; cleared the entry gate (the installed engine's preflight --twice --oracle) and was not in the signed-off slate — the campaign's choice, not the engine's
dogfood/2026-09-22-shipped-v160	ktlint	attempted	-	-	-	spike/dogfood/2026-09-22-shipped-v160/transcripts/entry/ktlint.preflight.txt	-	preflight accepted on the second define, 2 operations, one writing thread (the first, -F a.kt, exited 1 on ktlint's own filename rule and the refusal named the declaration); cleared the entry gate (the installed engine's preflight --twice --oracle) and was not in the signed-off slate — the campaign's choice, not the engine's
dogfood/2026-09-22-shipped-v160	ormolu	attempted	-	-	-	spike/dogfood/2026-09-22-shipped-v160/transcripts/entry/ormolu.preflight.txt	-	preflight accepted, 3 operations, one writing thread; cleared the entry gate (the installed engine's preflight --twice --oracle) and was not in the signed-off slate — the campaign's choice, not the engine's
